model_id,model_type,activation_function,optimizer,criterion,learning_rate,beta1,beta2,num_epochs,time_minutes,learning_rate_adam
1016,MLP4,relu,Muon,MSELoss,0.0016,0.95,,500,0.24,0.0003
1017,MLP4,relu,Muon,MSELoss,0.0017,0.95,,500,0.24,0.0003
1018,MLP4,relu,Muon,MSELoss,0.0018,0.95,,500,0.24,0.0003
1019,MLP4,relu,Muon,MSELoss,0.0019,0.95,,500,0.34,0.0003
1020,MLP4,relu,Muon,MSELoss,0.002,0.95,,500,0.33,0.0003
1021,MLP4,relu,Muon,MSELoss,0.0021,0.95,,500,0.29,0.0003
1022,MLP4,relu,Muon,MSELoss,0.0022,0.95,,500,0.34,0.0003
1023,MLP4,relu,Muon,MSELoss,0.0023,0.95,,500,0.31,0.0003
1024,MLP4,relu,Muon,MSELoss,0.0024,0.95,,500,0.35,0.0003
1025,MLP4,relu,Muon,MSELoss,0.0025,0.95,,500,0.29,0.0003
1026,MLP4,relu,Muon,MSELoss,0.0026,0.95,,500,0.35,0.0003
1027,MLP4,relu,Muon,MSELoss,0.0027,0.95,,500,0.35,0.0003
1028,MLP4,relu,Muon,MSELoss,0.0028,0.95,,500,0.33,0.0003
1029,MLP4,relu,Muon,MSELoss,0.0029,0.95,,500,0.33,0.0003
1030,MLP4,relu,Muon,MSELoss,0.003,0.95,,500,0.34,0.0003
1031,MLP4,relu,Muon,MSELoss,0.0031,0.95,,500,0.35,0.0003
1032,MLP4,relu,Muon,MSELoss,0.0032,0.95,,500,0.29,0.0003
1033,MLP4,relu,Muon,MSELoss,0.0033,0.95,,500,0.27,0.0003
1034,MLP4,relu,Muon,MSELoss,0.0034,0.95,,500,0.27,0.0003
1035,MLP4,relu,Muon,MSELoss,0.0035,0.95,,500,0.25,0.0003
1036,MLP4,relu,Muon,MSELoss,0.0036,0.95,,500,0.27,0.0003
1037,MLP4,relu,Muon,MSELoss,0.0037,0.95,,500,0.27,0.0003
1038,MLP4,relu,Muon,MSELoss,0.0038,0.95,,500,0.26,0.0003
1039,MLP4,relu,Muon,MSELoss,0.0039,0.95,,500,0.26,0.0003
1040,MLP4,relu,Muon,MSELoss,0.004,0.95,,500,0.29,0.0003
1041,MLP4,relu,Muon,MSELoss,0.0041,0.95,,500,0.28,0.0003
1042,MLP4,relu,Muon,MSELoss,0.0042,0.95,,500,0.36,0.0003
1043,MLP4,relu,Muon,MSELoss,0.0043,0.95,,500,0.34,0.0003
1044,MLP4,relu,Muon,MSELoss,0.0044,0.95,,500,0.28,0.0003
1045,MLP4,relu,Muon,MSELoss,0.0045,0.95,,500,0.27,0.0003
1046,MLP4,relu,Muon,MSELoss,0.0046,0.95,,500,0.27,0.0003
1047,MLP4,relu,Muon,MSELoss,0.0047,0.95,,500,0.27,0.0003
1048,MLP4,relu,Muon,MSELoss,0.0048,0.95,,500,0.35,0.0003
1049,MLP4,relu,Muon,MSELoss,0.0049,0.95,,500,0.34,0.0003
1050,MLP4,relu,Muon,MSELoss,0.005,0.95,,500,0.27,0.0003
1051,MLP4,relu,Muon,MSELoss,0.0051,0.95,,500,0.26,0.0003
1052,MLP4,relu,Muon,MSELoss,0.0052,0.95,,500,0.29,0.0003
1053,MLP4,relu,Muon,MSELoss,0.0053,0.95,,500,0.34,0.0003
1054,MLP4,relu,Muon,MSELoss,0.0054,0.95,,500,0.28,0.0003
1055,MLP4,relu,Muon,MSELoss,0.0055,0.95,,500,0.28,0.0003
1056,MLP4,relu,Muon,MSELoss,0.0056,0.95,,500,0.27,0.0003
1057,MLP4,relu,Muon,MSELoss,0.0057,0.95,,500,0.26,0.0003
1058,MLP4,relu,Muon,MSELoss,0.0058,0.95,,500,0.25,0.0003
1059,MLP4,relu,Muon,MSELoss,0.0059,0.95,,500,0.26,0.0003
1060,MLP4,relu,Muon,MSELoss,0.006,0.95,,500,0.27,0.0003
1061,MLP4,relu,Muon,MSELoss,0.0061,0.95,,500,0.26,0.0003
1062,MLP4,relu,Muon,MSELoss,0.0062,0.95,,500,0.27,0.0003
1063,MLP4,relu,Muon,MSELoss,0.0063,0.95,,500,0.35,0.0003
1064,MLP4,relu,Muon,MSELoss,0.0064,0.95,,500,0.36,0.0003
1065,MLP4,relu,Muon,MSELoss,0.0065,0.95,,500,0.35,0.0003
1066,MLP4,relu,Muon,MSELoss,0.0066,0.95,,500,0.29,0.0003
1067,MLP4,relu,Muon,MSELoss,0.0067,0.95,,500,0.36,0.0003
1068,MLP4,relu,Muon,MSELoss,0.0068,0.95,,500,0.35,0.0003
1069,MLP4,relu,Muon,MSELoss,0.0069,0.95,,500,0.36,0.0003
1070,MLP4,relu,Muon,MSELoss,0.007,0.95,,500,0.35,0.0003
1071,MLP4,relu,Muon,MSELoss,0.0071,0.95,,500,0.35,0.0003
1072,MLP4,relu,Muon,MSELoss,0.0072,0.95,,500,0.37,0.0003
1073,MLP4,relu,Muon,MSELoss,0.0073,0.95,,500,0.36,0.0003
1074,MLP4,relu,Muon,MSELoss,0.0074,0.95,,500,0.27,0.0003
1075,MLP4,relu,Muon,MSELoss,0.0075,0.95,,500,0.36,0.0003
1076,MLP4,relu,Muon,MSELoss,0.0076,0.95,,500,0.36,0.0003
1077,MLP4,relu,Muon,MSELoss,0.0077,0.95,,500,0.35,0.0003
1078,MLP4,relu,Muon,MSELoss,0.0078,0.95,,500,0.27,0.0003
1079,MLP4,relu,Muon,MSELoss,0.0079,0.95,,500,0.27,0.0003
1080,MLP4,relu,Muon,MSELoss,0.008,0.95,,500,0.26,0.0003
1081,MLP4,relu,Muon,MSELoss,0.0081,0.95,,500,0.27,0.0003
1082,MLP4,relu,Muon,MSELoss,0.0082,0.95,,500,0.31,0.0003
1083,MLP4,relu,Muon,MSELoss,0.0083,0.95,,500,0.34,0.0003
1084,MLP4,relu,Muon,MSELoss,0.0084,0.95,,500,0.36,0.0003
1085,MLP4,relu,Muon,MSELoss,0.0085,0.95,,500,0.37,0.0003
1086,MLP4,relu,Muon,MSELoss,0.0086,0.95,,500,0.33,0.0003
1087,MLP4,relu,Muon,MSELoss,0.0087,0.95,,500,0.27,0.0003
1088,MLP4,relu,Muon,MSELoss,0.0088,0.95,,500,0.32,0.0003
1089,MLP4,relu,Muon,MSELoss,0.0089,0.95,,500,0.35,0.0003
1090,MLP4,relu,Muon,MSELoss,0.009,0.95,,500,0.28,0.0003
1091,MLP4,relu,Muon,MSELoss,0.0091,0.95,,500,0.25,0.0003
1092,MLP4,relu,Muon,MSELoss,0.0092,0.95,,500,0.29,0.0003
1093,MLP4,relu,Muon,MSELoss,0.0093,0.95,,500,0.35,0.0003
1094,MLP4,relu,Muon,MSELoss,0.0094,0.95,,500,0.28,0.0003
1095,MLP4,relu,Muon,MSELoss,0.0095,0.95,,500,0.26,0.0003
1096,MLP4,relu,Muon,MSELoss,0.0096,0.95,,500,0.31,0.0003
1097,MLP4,relu,Muon,MSELoss,0.0097,0.95,,500,0.35,0.0003
1098,MLP4,relu,Muon,MSELoss,0.0098,0.95,,500,0.27,0.0003
1099,MLP4,relu,Muon,MSELoss,0.0099,0.95,,500,0.32,0.0003
1100,MLP4,relu,Muon,MSELoss,0.01,0.95,,500,0.27,0.0003
1101,MLP4,relu,Muon,MSELoss,0.0101,0.95,,500,0.27,0.0003
1102,MLP4,relu,Muon,MSELoss,0.0102,0.95,,500,0.27,0.0003
1103,MLP4,relu,Muon,MSELoss,0.0103,0.95,,500,0.26,0.0003
1104,MLP4,relu,Muon,MSELoss,0.0104,0.95,,500,0.26,0.0003
1105,MLP4,relu,Muon,MSELoss,0.0105,0.95,,500,0.27,0.0003
1106,MLP4,relu,Muon,MSELoss,0.0106,0.95,,500,0.27,0.0003
1107,MLP4,relu,Muon,MSELoss,0.0107,0.95,,500,0.27,0.0003
1108,MLP4,relu,Muon,MSELoss,0.0108,0.95,,500,0.26,0.0003
1109,MLP4,relu,Muon,MSELoss,0.0109,0.95,,500,0.28,0.0003
1110,MLP4,relu,Muon,MSELoss,0.011,0.95,,500,0.26,0.0003
1111,MLP4,relu,Muon,MSELoss,0.0111,0.95,,500,0.27,0.0003
1112,MLP4,relu,Muon,MSELoss,0.0112,0.95,,500,0.27,0.0003
1113,MLP4,relu,Muon,MSELoss,0.0113,0.95,,500,0.28,0.0003
1114,MLP4,relu,Muon,MSELoss,0.0114,0.95,,500,0.28,0.0003
1115,MLP4,relu,Muon,MSELoss,0.0115,0.95,,500,0.28,0.0003
1116,MLP4,relu,Muon,MSELoss,0.0116,0.95,,500,0.3,0.0003
1117,MLP4,relu,Muon,MSELoss,0.0117,0.95,,500,0.27,0.0003
1118,MLP4,relu,Muon,MSELoss,0.0118,0.95,,500,0.28,0.0003
1119,MLP4,relu,Muon,MSELoss,0.0119,0.95,,500,0.28,0.0003
1120,MLP4,relu,Muon,MSELoss,0.012,0.95,,500,0.28,0.0003
1121,MLP4,relu,Muon,MSELoss,0.0121,0.95,,500,0.32,0.0003
1122,MLP4,relu,Muon,MSELoss,0.0122,0.95,,500,0.27,0.0003
1123,MLP4,relu,Muon,MSELoss,0.0123,0.95,,500,0.3,0.0003
1124,MLP4,relu,Muon,MSELoss,0.0124,0.95,,500,0.35,0.0003
1125,MLP4,relu,Muon,MSELoss,0.0125,0.95,,500,0.37,0.0003
1126,MLP4,relu,Muon,MSELoss,0.0126,0.95,,500,0.33,0.0003
1127,MLP4,relu,Muon,MSELoss,0.0127,0.95,,500,0.36,0.0003
1128,MLP4,relu,Muon,MSELoss,0.0128,0.95,,500,0.34,0.0003
1129,MLP4,relu,Muon,MSELoss,0.0129,0.95,,500,0.37,0.0003
1130,MLP4,relu,Muon,MSELoss,0.013,0.95,,500,0.31,0.0003
1131,MLP4,relu,Muon,MSELoss,0.0131,0.95,,500,0.26,0.0003
1132,MLP4,relu,Muon,MSELoss,0.0132,0.95,,500,0.27,0.0003
1133,MLP4,relu,Muon,MSELoss,0.0133,0.95,,500,0.27,0.0003
1134,MLP4,relu,Muon,MSELoss,0.0134,0.95,,500,0.28,0.0003
1135,MLP4,relu,Muon,MSELoss,0.0135,0.95,,500,0.26,0.0003
1136,MLP4,relu,Muon,MSELoss,0.0136,0.95,,500,0.32,0.0003
1137,MLP4,relu,Muon,MSELoss,0.0137,0.95,,500,0.27,0.0003
1138,MLP4,relu,Muon,MSELoss,0.0138,0.95,,500,0.27,0.0003
1139,MLP4,relu,Muon,MSELoss,0.0139,0.95,,500,0.28,0.0003
1140,MLP4,relu,Muon,MSELoss,0.014,0.95,,500,0.27,0.0003
1141,MLP4,relu,Muon,MSELoss,0.0141,0.95,,500,0.28,0.0003
1142,MLP4,relu,Muon,MSELoss,0.0142,0.95,,500,0.28,0.0003
1143,MLP4,relu,Muon,MSELoss,0.0143,0.95,,500,0.37,0.0003
1144,MLP4,relu,Muon,MSELoss,0.0144,0.95,,500,0.3,0.0003
1145,MLP4,relu,Muon,MSELoss,0.0145,0.95,,500,0.27,0.0003
1146,MLP4,relu,Muon,MSELoss,0.0146,0.95,,500,0.28,0.0003
1147,MLP4,relu,Muon,MSELoss,0.0147,0.95,,500,0.27,0.0003
1148,MLP4,relu,Muon,MSELoss,0.0148,0.95,,500,0.29,0.0003
1149,MLP4,relu,Muon,MSELoss,0.0149,0.95,,500,0.27,0.0003
1150,MLP4,relu,Muon,MSELoss,0.015,0.95,,500,0.37,0.0003
1151,MLP4,relu,Muon,MSELoss,0.0151,0.95,,500,0.37,0.0003
1152,MLP4,relu,Muon,MSELoss,0.0152,0.95,,500,0.27,0.0003
1153,MLP4,relu,Muon,MSELoss,0.0153,0.95,,500,0.27,0.0003
1154,MLP4,relu,Muon,MSELoss,0.0154,0.95,,500,0.36,0.0003
1155,MLP4,relu,Muon,MSELoss,0.0155,0.95,,500,0.28,0.0003
1156,MLP4,relu,Muon,MSELoss,0.0156,0.95,,500,0.27,0.0003
1157,MLP4,relu,Muon,MSELoss,0.0157,0.95,,500,0.27,0.0003
1158,MLP4,relu,Muon,MSELoss,0.0158,0.95,,500,0.28,0.0003
1159,MLP4,relu,Muon,MSELoss,0.0159,0.95,,500,0.26,0.0003
1160,MLP4,relu,Muon,MSELoss,0.016,0.95,,500,0.27,0.0003
1161,MLP4,relu,Muon,MSELoss,0.0161,0.95,,500,0.27,0.0003
1162,MLP4,relu,Muon,MSELoss,0.0162,0.95,,500,0.27,0.0003
1163,MLP4,relu,Muon,MSELoss,0.0163,0.95,,500,0.26,0.0003
1164,MLP4,relu,Muon,MSELoss,0.0164,0.95,,500,0.35,0.0003
1165,MLP4,relu,Muon,MSELoss,0.0165,0.95,,500,0.36,0.0003
1166,MLP4,relu,Muon,MSELoss,0.0166,0.95,,500,0.36,0.0003
1167,MLP4,relu,Muon,MSELoss,0.0167,0.95,,500,0.35,0.0003
1168,MLP4,relu,Muon,MSELoss,0.0168,0.95,,500,0.27,0.0003
1169,MLP4,relu,Muon,MSELoss,0.0169,0.95,,500,0.28,0.0003
1170,MLP4,relu,Muon,MSELoss,0.017,0.95,,500,0.27,0.0003
1171,MLP4,relu,Muon,MSELoss,0.0171,0.95,,500,0.27,0.0003
1172,MLP4,relu,Muon,MSELoss,0.0172,0.95,,500,0.37,0.0003
1173,MLP4,relu,Muon,MSELoss,0.0173,0.95,,500,0.35,0.0003
1174,MLP4,relu,Muon,MSELoss,0.0174,0.95,,500,0.37,0.0003
1175,MLP4,relu,Muon,MSELoss,0.0175,0.95,,500,0.31,0.0003
1176,MLP4,relu,Muon,MSELoss,0.0176,0.95,,500,0.28,0.0003
1177,MLP4,relu,Muon,MSELoss,0.0177,0.95,,500,0.27,0.0003
1178,MLP4,relu,Muon,MSELoss,0.0178,0.95,,500,0.27,0.0003
1179,MLP4,relu,Muon,MSELoss,0.0179,0.95,,500,0.35,0.0003
1180,MLP4,relu,Muon,MSELoss,0.018,0.95,,500,0.33,0.0003
1181,MLP4,relu,Muon,MSELoss,0.0181,0.95,,500,0.3,0.0003
1182,MLP4,relu,Muon,MSELoss,0.0182,0.95,,500,0.34,0.0003
1183,MLP4,relu,Muon,MSELoss,0.0183,0.95,,500,0.28,0.0003
1184,MLP4,relu,Muon,MSELoss,0.0184,0.95,,500,0.34,0.0003
1185,MLP4,relu,Muon,MSELoss,0.0185,0.95,,500,0.28,0.0003
1186,MLP4,relu,Muon,MSELoss,0.0186,0.95,,500,0.27,0.0003
1187,MLP4,relu,Muon,MSELoss,0.0187,0.95,,500,0.28,0.0003
1188,MLP4,relu,Muon,MSELoss,0.0188,0.95,,500,0.26,0.0003
1189,MLP4,relu,Muon,MSELoss,0.0189,0.95,,500,0.27,0.0003
1190,MLP4,relu,Muon,MSELoss,0.019,0.95,,500,0.27,0.0003
1191,MLP4,relu,Muon,MSELoss,0.0191,0.95,,500,0.28,0.0003
1192,MLP4,relu,Muon,MSELoss,0.0192,0.95,,500,0.28,0.0003
1193,MLP4,relu,Muon,MSELoss,0.0193,0.95,,500,0.35,0.0003
1194,MLP4,relu,Muon,MSELoss,0.0194,0.95,,500,0.36,0.0003
1195,MLP4,relu,Muon,MSELoss,0.0195,0.95,,500,0.37,0.0003
1196,MLP4,relu,Muon,MSELoss,0.0196,0.95,,500,0.37,0.0003
1197,MLP4,relu,Muon,MSELoss,0.0197,0.95,,500,0.28,0.0003
1198,MLP4,relu,Muon,MSELoss,0.0198,0.95,,500,0.28,0.0003
1199,MLP4,relu,Muon,MSELoss,0.0199,0.95,,500,0.28,0.0003
1200,MLP4,relu,Muon,MSELoss,0.02,0.95,,500,0.37,0.0003
1201,MLP4,relu,Muon,MSELoss,0.0201,0.95,,500,0.36,0.0003
1202,MLP4,relu,Muon,MSELoss,0.0202,0.95,,500,0.28,0.0003
1203,MLP4,relu,Muon,MSELoss,0.0203,0.95,,500,0.28,0.0003
1204,MLP4,relu,Muon,MSELoss,0.0204,0.95,,500,0.28,0.0003
1205,MLP4,relu,Muon,MSELoss,0.0205,0.95,,500,0.36,0.0003
1206,MLP4,relu,Muon,MSELoss,0.0206,0.95,,500,0.27,0.0003
1207,MLP4,relu,Muon,MSELoss,0.0207,0.95,,500,0.28,0.0003
1208,MLP4,relu,Muon,MSELoss,0.0208,0.95,,500,0.28,0.0003
1209,MLP4,relu,Muon,MSELoss,0.0209,0.95,,500,0.26,0.0003
1210,MLP4,relu,Muon,MSELoss,0.021,0.95,,500,0.27,0.0003
1211,MLP4,relu,Muon,MSELoss,0.0211,0.95,,500,0.28,0.0003
1212,MLP4,relu,Muon,MSELoss,0.0212,0.95,,500,0.28,0.0003
1213,MLP4,relu,Muon,MSELoss,0.0213,0.95,,500,0.28,0.0003
1214,MLP4,relu,Muon,MSELoss,0.0214,0.95,,500,0.26,0.0003
1215,MLP4,relu,Muon,MSELoss,0.0215,0.95,,500,0.28,0.0003
1216,MLP4,relu,Muon,MSELoss,0.0216,0.95,,500,0.27,0.0003
1217,MLP4,relu,Muon,MSELoss,0.0217,0.95,,500,0.28,0.0003
1218,MLP4,relu,Muon,MSELoss,0.0218,0.95,,500,0.28,0.0003
1219,MLP4,relu,Muon,MSELoss,0.0219,0.95,,500,0.27,0.0003
1220,MLP4,relu,Muon,MSELoss,0.022,0.95,,500,0.27,0.0003
1221,MLP4,relu,Muon,MSELoss,0.0221,0.95,,500,0.28,0.0003
1222,MLP4,relu,Muon,MSELoss,0.0222,0.95,,500,0.36,0.0003
1223,MLP4,relu,Muon,MSELoss,0.0223,0.95,,500,0.28,0.0003
1224,MLP4,relu,Muon,MSELoss,0.0224,0.95,,500,0.27,0.0003
1225,MLP4,relu,Muon,MSELoss,0.0225,0.95,,500,0.28,0.0003
1226,MLP4,relu,Muon,MSELoss,0.0226,0.95,,500,0.28,0.0003
1227,MLP4,relu,Muon,MSELoss,0.0227,0.95,,500,0.27,0.0003
1228,MLP4,relu,Muon,MSELoss,0.0228,0.95,,500,0.28,0.0003
1229,MLP4,relu,Muon,MSELoss,0.0229,0.95,,500,0.28,0.0003
1230,MLP4,relu,Muon,MSELoss,0.023,0.95,,500,0.27,0.0003
1231,MLP4,relu,Muon,MSELoss,0.0231,0.95,,500,0.28,0.0003
1232,MLP4,relu,Muon,MSELoss,0.0232,0.95,,500,0.28,0.0003
1233,MLP4,relu,Muon,MSELoss,0.0233,0.95,,500,0.37,0.0003
1234,MLP4,relu,Muon,MSELoss,0.0234,0.95,,500,0.38,0.0003
1235,MLP4,relu,Muon,MSELoss,0.0235,0.95,,500,0.28,0.0003
1236,MLP4,relu,Muon,MSELoss,0.0236,0.95,,500,0.28,0.0003
1237,MLP4,relu,Muon,MSELoss,0.0237,0.95,,500,0.28,0.0003
1238,MLP4,relu,Muon,MSELoss,0.0238,0.95,,500,0.28,0.0003
1239,MLP4,relu,Muon,MSELoss,0.0239,0.95,,500,0.28,0.0003
1240,MLP4,relu,Muon,MSELoss,0.024,0.95,,500,0.35,0.0003
1241,MLP4,relu,Muon,MSELoss,0.0241,0.95,,500,0.28,0.0003
1242,MLP4,relu,Muon,MSELoss,0.0242,0.95,,500,0.27,0.0003
1243,MLP4,relu,Muon,MSELoss,0.0243,0.95,,500,0.28,0.0003
1244,MLP4,relu,Muon,MSELoss,0.0244,0.95,,500,0.28,0.0003
1245,MLP4,relu,Muon,MSELoss,0.0245,0.95,,500,0.28,0.0003
1246,MLP4,relu,Muon,MSELoss,0.0246,0.95,,500,0.28,0.0003
1247,MLP4,relu,Muon,MSELoss,0.0247,0.95,,500,0.28,0.0003
1248,MLP4,relu,Muon,MSELoss,0.0248,0.95,,500,0.28,0.0003
1249,MLP4,relu,Muon,MSELoss,0.0249,0.95,,500,0.29,0.0003
1250,MLP4,relu,Muon,MSELoss,0.025,0.95,,500,0.31,0.0003
1251,MLP4,relu,Muon,MSELoss,0.0251,0.95,,500,0.28,0.0003
1252,MLP4,relu,Muon,MSELoss,0.0252,0.95,,500,0.28,0.0003
1253,MLP4,relu,Muon,MSELoss,0.0253,0.95,,500,0.28,0.0003
1254,MLP4,relu,Muon,MSELoss,0.0254,0.95,,500,0.29,0.0003
1255,MLP4,relu,Muon,MSELoss,0.0255,0.95,,500,0.28,0.0003
1256,MLP4,relu,Muon,MSELoss,0.0256,0.95,,500,0.28,0.0003
1257,MLP4,relu,Muon,MSELoss,0.0257,0.95,,500,0.28,0.0003
1258,MLP4,relu,Muon,MSELoss,0.0258,0.95,,500,0.29,0.0003
1259,MLP4,relu,Muon,MSELoss,0.0259,0.95,,500,0.28,0.0003
1260,MLP4,relu,Muon,MSELoss,0.026,0.95,,500,0.28,0.0003
1261,MLP4,relu,Muon,MSELoss,0.0261,0.95,,500,0.37,0.0003
1262,MLP4,relu,Muon,MSELoss,0.0262,0.95,,500,0.37,0.0003
1263,MLP4,relu,Muon,MSELoss,0.0263,0.95,,500,0.36,0.0003
1264,MLP4,relu,Muon,MSELoss,0.0264,0.95,,500,0.28,0.0003
1265,MLP4,relu,Muon,MSELoss,0.0265,0.95,,500,0.37,0.0003
1266,MLP4,relu,Muon,MSELoss,0.0266,0.95,,500,0.38,0.0003
1267,MLP4,relu,Muon,MSELoss,0.0267,0.95,,500,0.37,0.0003
1268,MLP4,relu,Muon,MSELoss,0.0268,0.95,,500,0.37,0.0003
1269,MLP4,relu,Muon,MSELoss,0.0269,0.95,,500,0.28,0.0003
1270,MLP4,relu,Muon,MSELoss,0.027,0.95,,500,0.28,0.0003
1271,MLP4,relu,Muon,MSELoss,0.0271,0.95,,500,0.31,0.0003
1272,MLP4,relu,Muon,MSELoss,0.0272,0.95,,500,0.28,0.0003
1273,MLP4,relu,Muon,MSELoss,0.0273,0.95,,500,0.28,0.0003
1274,MLP4,relu,Muon,MSELoss,0.0274,0.95,,500,0.28,0.0003
1275,MLP4,relu,Muon,MSELoss,0.0275,0.95,,500,0.28,0.0003
1276,MLP4,relu,Muon,MSELoss,0.0276,0.95,,500,0.29,0.0003
1277,MLP4,relu,Muon,MSELoss,0.0277,0.95,,500,0.32,0.0003
1278,MLP4,relu,Muon,MSELoss,0.0278,0.95,,500,0.37,0.0003
1279,MLP4,relu,Muon,MSELoss,0.0279,0.95,,500,0.34,0.0003
1280,MLP4,relu,Muon,MSELoss,0.028,0.95,,500,0.28,0.0003
1281,MLP4,relu,Muon,MSELoss,0.0281,0.95,,500,0.27,0.0003
1282,MLP4,relu,Muon,MSELoss,0.0282,0.95,,500,0.28,0.0003
1283,MLP4,relu,Muon,MSELoss,0.0283,0.95,,500,0.28,0.0003
1284,MLP4,relu,Muon,MSELoss,0.0284,0.95,,500,0.27,0.0003
1285,MLP4,relu,Muon,MSELoss,0.0285,0.95,,500,0.28,0.0003
1286,MLP4,relu,Muon,MSELoss,0.0286,0.95,,500,0.28,0.0003
1287,MLP4,relu,Muon,MSELoss,0.0287,0.95,,500,0.27,0.0003
1288,MLP4,relu,Muon,MSELoss,0.0288,0.95,,500,0.26,0.0003
1289,MLP4,relu,Muon,MSELoss,0.0289,0.95,,500,0.28,0.0003
1290,MLP4,relu,Muon,MSELoss,0.029,0.95,,500,0.27,0.0003
1291,MLP4,relu,Muon,MSELoss,0.0291,0.95,,500,0.27,0.0003
1292,MLP4,relu,Muon,MSELoss,0.0292,0.95,,500,0.28,0.0003
1293,MLP4,relu,Muon,MSELoss,0.0293,0.95,,500,0.28,0.0003
1294,MLP4,relu,Muon,MSELoss,0.0294,0.95,,500,0.27,0.0003
1295,MLP4,relu,Muon,MSELoss,0.0295,0.95,,500,0.28,0.0003
1296,MLP4,relu,Muon,MSELoss,0.0296,0.95,,500,0.28,0.0003
1297,MLP4,relu,Muon,MSELoss,0.0297,0.95,,500,0.28,0.0003
1298,MLP4,relu,Muon,MSELoss,0.0298,0.95,,500,0.27,0.0003
1299,MLP4,relu,Muon,MSELoss,0.0299,0.95,,500,0.32,0.0003
1300,MLP4,relu,Muon,MSELoss,0.03,0.95,,500,0.38,0.0003
1301,MLP4,relu,Muon,MSELoss,0.0301,0.95,,500,0.31,0.0003
1302,MLP4,relu,Muon,MSELoss,0.0302,0.95,,500,0.28,0.0003
1303,MLP4,relu,Muon,MSELoss,0.0303,0.95,,500,0.37,0.0003
1304,MLP4,relu,Muon,MSELoss,0.0304,0.95,,500,0.28,0.0003
1305,MLP4,relu,Muon,MSELoss,0.0305,0.95,,500,0.28,0.0003
1306,MLP4,relu,Muon,MSELoss,0.0306,0.95,,500,0.28,0.0003
1307,MLP4,relu,Muon,MSELoss,0.0307,0.95,,500,0.28,0.0003
1308,MLP4,relu,Muon,MSELoss,0.0308,0.95,,500,0.28,0.0003
1309,MLP4,relu,Muon,MSELoss,0.0309,0.95,,500,0.28,0.0003
1310,MLP4,relu,Muon,MSELoss,0.031,0.95,,500,0.29,0.0003
1311,MLP4,relu,Muon,MSELoss,0.0311,0.95,,500,0.27,0.0003
1312,MLP4,relu,Muon,MSELoss,0.0312,0.95,,500,0.27,0.0003
1313,MLP4,relu,Muon,MSELoss,0.0313,0.95,,500,0.28,0.0003
1314,MLP4,relu,Muon,MSELoss,0.0314,0.95,,500,0.38,0.0003
1315,MLP4,relu,Muon,MSELoss,0.0315,0.95,,500,0.38,0.0003
1316,MLP4,relu,Muon,MSELoss,0.0316,0.95,,500,0.37,0.0003
1317,MLP4,relu,Muon,MSELoss,0.0317,0.95,,500,0.34,0.0003
1318,MLP4,relu,Muon,MSELoss,0.0318,0.95,,500,0.28,0.0003
1319,MLP4,relu,Muon,MSELoss,0.0319,0.95,,500,0.28,0.0003
1320,MLP4,relu,Muon,MSELoss,0.032,0.95,,500,0.28,0.0003
1321,MLP4,relu,Muon,MSELoss,0.0321,0.95,,500,0.27,0.0003
1322,MLP4,relu,Muon,MSELoss,0.0322,0.95,,500,0.31,0.0003
1323,MLP4,relu,Muon,MSELoss,0.0323,0.95,,500,0.28,0.0003
1324,MLP4,relu,Muon,MSELoss,0.0324,0.95,,500,0.28,0.0003
1325,MLP4,relu,Muon,MSELoss,0.0325,0.95,,500,0.28,0.0003
1326,MLP4,relu,Muon,MSELoss,0.0326,0.95,,500,0.29,0.0003
1327,MLP4,relu,Muon,MSELoss,0.0327,0.95,,500,0.28,0.0003
1328,MLP4,relu,Muon,MSELoss,0.0328,0.95,,500,0.28,0.0003
1329,MLP4,relu,Muon,MSELoss,0.0329,0.95,,500,0.28,0.0003
1330,MLP4,relu,Muon,MSELoss,0.033,0.95,,500,0.29,0.0003
1331,MLP4,relu,Muon,MSELoss,0.0331,0.95,,500,0.27,0.0003
1332,MLP4,relu,Muon,MSELoss,0.0332,0.95,,500,0.28,0.0003
1333,MLP4,relu,Muon,MSELoss,0.0333,0.95,,500,0.29,0.0003
1334,MLP4,relu,Muon,MSELoss,0.0334,0.95,,500,0.26,0.0003
1335,MLP4,relu,Muon,MSELoss,0.0335,0.95,,500,0.27,0.0003
1336,MLP4,relu,Muon,MSELoss,0.0336,0.95,,500,0.27,0.0003
1337,MLP4,relu,Muon,MSELoss,0.0337,0.95,,500,0.28,0.0003
1338,MLP4,relu,Muon,MSELoss,0.0338,0.95,,500,0.28,0.0003
1339,MLP4,relu,Muon,MSELoss,0.0339,0.95,,500,0.29,0.0003
1340,MLP4,relu,Muon,MSELoss,0.034,0.95,,500,0.28,0.0003
1341,MLP4,relu,Muon,MSELoss,0.0341,0.95,,500,0.29,0.0003
1342,MLP4,relu,Muon,MSELoss,0.0342,0.95,,500,0.38,0.0003
1343,MLP4,relu,Muon,MSELoss,0.0343,0.95,,500,0.38,0.0003
1344,MLP4,relu,Muon,MSELoss,0.0344,0.95,,500,0.28,0.0003
1345,MLP4,relu,Muon,MSELoss,0.0345,0.95,,500,0.35,0.0003
1346,MLP4,relu,Muon,MSELoss,0.0346,0.95,,500,0.28,0.0003
1347,MLP4,relu,Muon,MSELoss,0.0347,0.95,,500,0.28,0.0003
